comment_id,body,rating
UgztP4lVR-Epv5HlSXN4AaABAg,stretched past  minute mark for ad revenue se,0
UgzZubyLG5FtZu7qlal4AaABAg,big time scam,0
UgzSMwb88ntjkYHQYaN4AaABAg,id recycle his face,0
UgwS5xQLLnyIzNUS4bp4AaABAg,god dang are a twat,0
Ugz1EJ6K2F0CYUX5NrN4AaABAg,why not give it away to one of  fans that recognized you,0
UgyI5hLjBfIN99uVWDt4AaABAg,im trash but your trash and stupid im unsubscribing,0
UgwDghsKi_E8H3xYe-V4AaABAg,are crazy man k,0
Ugxo2RWpZiVb6i0dGO54AaABAg,physicaly hate,0
UgwkHi8FfFqozu7c4KJ4AaABAg,first video se of and already fake god job,0
Ugy-UnErAg23Btoph3x4AaABAg,that so mesed up,0
Ugw4WM4x9DueZbBScdZ4AaABAg,fuckin hate rich people,0
UgzCqacTA4aRen3zvB14AaABAg,its a scam,0
Ugy-fVAHTGJFm6DvUV54AaABAg,stupid moron  bucks bo,0
Ugxez13EeojXhaKiuZl4AaABAg,honesty think he put fake one in,0
UgwNcauHhegxkkiywtJ4AaABAg,that coment by portman was realy stupid,0
Ugx-4nI4Li4zCSFQV-14AaABAg,feminism a fucking joke liberal shit went overboard,0
Ugy1fD2MIYIUCOxSw0V4AaABAg,just like blm movement when they bitched about no black pl being nominated give it a few months none wil care,0
Ugx3WXMMjhlxQApo08h4AaABAg,can they just fire guy already he sucks,0
Ugz_QIpO68u8IxeP9S54AaABAg,it me or does he gets worse every night,0
Ugxm1szLhsMtuYNTUGZ4AaABAg,comentator so funy laugh,1
Ugwshvjmf9l1A_tUpcZ4AaABAg,please dislike video thank you,0
Ugxr94CUddyx1jKqNCV4AaABAg,fire niga hire chris smove smh,0
Ugwq8nzzE3fTJedN9zh4AaABAg,gros,0
UgzYexcaXBJ0LynLTOF4AaABAg,im hela late but god job mat,1
Ugyni2W3FKuZDHttnjp4AaABAg,definitely not deserve dislikes on that level,1
UgyukBrzkLO56R6AYtl4AaABAg,made me cringe out of my skin,0
UgyavCqis6yNLKRODwJ4AaABAg,to be honest first guy was actualy decent but mat and other guy are just a bit cringey,0
UgzzQmi5kDSerhBgD_h4AaABAg,mathew loks great,1
Ugww-V35HzQqIUrUFlV4AaABAg,sounds like a distrack to literaly every single view hungry youtuber in existence and love it with a pasion,1
